State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Punjab,Ludhiana,Ludhiana Mandi,Potato,Jyoti,FAQ,15/09/2025,1053,1631,1360
Uttar Pradesh,Kanpur,Naveen Market,Wheat,Sharbati,FAQ,30/06/2025,1986,2792,2314
Karnataka,Bengaluru,Yeshwanthpur Market,Tomato,Hybrid,Non-FAQ,23/08/2025,1668,2609,2124
West Bengal,Malda,Malda Yard,Wheat,Sharbati,FAQ,26/05/2025,2535,3373,2856
Karnataka,Bengaluru,Yeshwanthpur Market,Onion,Red,FAQ,17/02/2026,1839,2526,2395
Uttar Pradesh,Agra,Agra Market,Wheat,Sharbati,FAQ,19/01/2026,2705,3123,2892
Uttar Pradesh,Agra,Agra Market,Banana,Robusta,FAQ,29/05/2025,3087,5000,3897
West Bengal,Malda,Malda Yard,Onion,Red,FAQ,11/04/2025,2151,2644,2289
Uttar Pradesh,Kanpur,Naveen Market,Apple,Royal,FAQ,27/11/2025,4839,5669,5388
Karnataka,Bengaluru,Yeshwanthpur Market,Rice,Basmati,FAQ,26/05/2025,3794,4914,4303
Uttar Pradesh,Agra,Agra Market,Onion,Red,FAQ,06/04/2026,1861,2602,2460
Karnataka,Mysuru,Mysuru Yard,Potato,Jyoti,FAQ,29/03/2025,1762,2085,1858
Uttar Pradesh,Agra,Agra Market,Rice,Basmati,FAQ,26/11/2025,3017,5277,3969
Uttar Pradesh,Agra,Agra Market,Banana,Robusta,FAQ,19/07/2025,2744,4620,3497
West Bengal,Kolkata,Sealdah Market,Wheat,Sharbati,FAQ,29/04/2025,2168,2861,2382
Tamil Nadu,Coimbatore,Mettupalayam Yard,Apple,Royal,FAQ,26/01/2026,4960,7520,6185
Karnataka,Bengaluru,Yeshwanthpur Market,Onion,Red,FAQ,17/02/2025,1322,2252,1758
Maharashtra,Nashik,Lasalgaon,Rice,Basmati,FAQ,29/12/2025,4263,5514,4514
Punjab,Mohali,Kharar APMC,Wheat,Sharbati,FAQ,21/11/2025,1957,2673,2383
Maharashtra,Pune,Gultekdi Market,Tomato,Hybrid,Non-FAQ,02/10/2025,2154,3110,2407
Uttar Pradesh,Kanpur,Naveen Market,Banana,Robusta,FAQ,27/01/2025,3018,3988,3221
Tamil Nadu,Chennai,Koyambedu Market,Onion,Red,FAQ,24/08/2025,1422,2005,1836
Karnataka,Bengaluru,Yeshwanthpur Market,Onion,Red,FAQ,09/02/2025,1679,2658,2043
Uttar Pradesh,Agra,Agra Market,Wheat,Sharbati,FAQ,12/02/2026,1858,3250,2430
Punjab,Mohali,Kharar APMC,Banana,Robusta,FAQ,03/08/2025,2256,3671,2776
Maharashtra,Nashik,Lasalgaon,Potato,Jyoti,FAQ,06/01/2025,1488,2092,1688
Punjab,Mohali,Kharar APMC,Potato,Jyoti,FAQ,27/06/2025,1251,1740,1434
Maharashtra,Pune,Gultekdi Market,Onion,Red,FAQ,09/04/2025,1828,2571,2133
Maharashtra,Nashik,Lasalgaon,Apple,Royal,FAQ,06/07/2025,3480,5037,4387
Maharashtra,Nashik,Lasalgaon,Banana,Robusta,FAQ,21/12/2025,3083,4584,3838
Punjab,Ludhiana,Ludhiana Mandi,Banana,Robusta,FAQ,10/10/2025,2571,3941,3049
Uttar Pradesh,Kanpur,Naveen Market,Tomato,Hybrid,Non-FAQ,09/05/2025,2109,3128,2377
Karnataka,Mysuru,Mysuru Yard,Onion,Red,FAQ,26/10/2025,1551,1967,1789
Maharashtra,Pune,Gultekdi Market,Wheat,Sharbati,FAQ,29/03/2026,2486,3237,2861
Karnataka,Bengaluru,Yeshwanthpur Market,Rice,Basmati,FAQ,16/07/2025,3391,4565,3928
Tamil Nadu,Chennai,Koyambedu Market,Wheat,Sharbati,FAQ,27/03/2025,2882,3446,3061
Uttar Pradesh,Kanpur,Naveen Market,Rice,Basmati,FAQ,28/02/2026,5319,6842,5659
Uttar Pradesh,Agra,Agra Market,Onion,Red,FAQ,03/04/2025,1885,2494,2256
Maharashtra,Nashik,Lasalgaon,Tomato,Hybrid,Non-FAQ,03/12/2025,1899,2789,2438
Punjab,Ludhiana,Ludhiana Mandi,Banana,Robusta,FAQ,06/01/2025,2906,4473,3666
Karnataka,Bengaluru,Yeshwanthpur Market,Rice,Basmati,FAQ,03/02/2025,4010,5567,4608
Punjab,Ludhiana,Ludhiana Mandi,Banana,Robusta,FAQ,08/11/2025,3219,4419,3532
West Bengal,Malda,Malda Yard,Banana,Robusta,FAQ,23/01/2026,3279,3986,3593
Punjab,Ludhiana,Ludhiana Mandi,Wheat,Sharbati,FAQ,24/01/2025,2426,3162,2909
Maharashtra,Pune,Gultekdi Market,Rice,Basmati,FAQ,16/07/2025,2787,3900,3696
West Bengal,Kolkata,Sealdah Market,Wheat,Sharbati,FAQ,26/05/2025,2170,2441,2301
West Bengal,Kolkata,Sealdah Market,Potato,Jyoti,FAQ,27/11/2025,985,1517,1168
Uttar Pradesh,Kanpur,Naveen Market,Potato,Jyoti,FAQ,12/06/2025,1284,1882,1547
Karnataka,Mysuru,Mysuru Yard,Rice,Basmati,FAQ,25/01/2025,3902,5205,4388
Tamil Nadu,Chennai,Koyambedu Market,Apple,Royal,FAQ,11/07/2025,4328,6275,5617
Punjab,Mohali,Kharar APMC,Onion,Red,FAQ,15/06/2025,1834,2291,2050
Punjab,Mohali,Kharar APMC,Banana,Robusta,FAQ,07/04/2026,3892,5162,4262
Punjab,Mohali,Kharar APMC,Potato,Jyoti,FAQ,29/03/2026,1451,2508,1880
Punjab,Ludhiana,Ludhiana Mandi,Potato,Jyoti,FAQ,19/12/2025,1398,1733,1533
Maharashtra,Nashik,Lasalgaon,Rice,Basmati,FAQ,24/08/2025,2739,3683,3366
West Bengal,Malda,Malda Yard,Banana,Robusta,FAQ,17/08/2025,2594,3407,3037
Uttar Pradesh,Kanpur,Naveen Market,Potato,Jyoti,FAQ,14/06/2025,1317,1676,1556
Karnataka,Bengaluru,Yeshwanthpur Market,Potato,Jyoti,FAQ,13/10/2025,1121,1748,1405
Maharashtra,Nashik,Lasalgaon,Onion,Red,FAQ,11/09/2025,1041,1542,1384
Uttar Pradesh,Agra,Agra Market,Wheat,Sharbati,FAQ,23/02/2025,2327,3260,2550
West Bengal,Malda,Malda Yard,Apple,Royal,FAQ,09/06/2025,4998,7399,5673
Punjab,Mohali,Kharar APMC,Tomato,Hybrid,Non-FAQ,15/04/2026,2651,3676,2806
West Bengal,Kolkata,Sealdah Market,Apple,Royal,FAQ,24/07/2025,3632,4956,4509
Karnataka,Bengaluru,Yeshwanthpur Market,Tomato,Hybrid,Non-FAQ,25/08/2025,2171,2711,2416
Uttar Pradesh,Agra,Agra Market,Potato,Jyoti,FAQ,15/01/2025,1281,1729,1497
Punjab,Mohali,Kharar APMC,Potato,Jyoti,FAQ,09/08/2025,957,1360,1154
Karnataka,Bengaluru,Yeshwanthpur Market,Wheat,Sharbati,FAQ,20/05/2025,1887,2893,2484
Uttar Pradesh,Agra,Agra Market,Potato,Jyoti,FAQ,07/04/2025,1355,1885,1560
Uttar Pradesh,Kanpur,Naveen Market,Onion,Red,FAQ,15/12/2025,1318,1785,1648
Punjab,Mohali,Kharar APMC,Onion,Red,FAQ,22/10/2025,1166,1650,1528
Maharashtra,Pune,Gultekdi Market,Wheat,Sharbati,FAQ,21/07/2025,1773,2598,1978
Karnataka,Mysuru,Mysuru Yard,Tomato,Hybrid,Non-FAQ,29/03/2025,2491,3454,3040
West Bengal,Malda,Malda Yard,Banana,Robusta,FAQ,02/01/2025,2569,3806,3021
Uttar Pradesh,Kanpur,Naveen Market,Apple,Royal,FAQ,10/04/2026,5246,8394,6692
Maharashtra,Nashik,Lasalgaon,Potato,Jyoti,FAQ,06/04/2026,1584,2100,1681
Uttar Pradesh,Kanpur,Naveen Market,Onion,Red,FAQ,01/04/2025,2184,2596,2358
Punjab,Ludhiana,Ludhiana Mandi,Wheat,Sharbati,FAQ,26/10/2025,1688,2176,1826
Punjab,Mohali,Kharar APMC,Rice,Basmati,FAQ,15/12/2025,4677,6158,5100
Maharashtra,Nashik,Lasalgaon,Apple,Royal,FAQ,18/02/2025,4746,5997,5212
Uttar Pradesh,Kanpur,Naveen Market,Rice,Basmati,FAQ,12/05/2025,3876,5749,4841
Karnataka,Mysuru,Mysuru Yard,Banana,Robusta,FAQ,20/06/2025,3328,4807,3678
West Bengal,Malda,Malda Yard,Onion,Red,FAQ,19/05/2025,1871,2207,2090
Uttar Pradesh,Agra,Agra Market,Banana,Robusta,FAQ,14/03/2025,2695,4360,3565
Tamil Nadu,Coimbatore,Mettupalayam Yard,Potato,Jyoti,FAQ,16/04/2025,1362,2308,1727
Tamil Nadu,Chennai,Koyambedu Market,Potato,Jyoti,FAQ,26/03/2026,1543,2378,1797
West Bengal,Kolkata,Sealdah Market,Potato,Jyoti,FAQ,12/04/2026,1666,2097,1797
Uttar Pradesh,Kanpur,Naveen Market,Potato,Jyoti,FAQ,08/04/2025,1183,1598,1386
West Bengal,Kolkata,Sealdah Market,Wheat,Sharbati,FAQ,12/02/2026,2641,3604,2799
Karnataka,Bengaluru,Yeshwanthpur Market,Onion,Red,FAQ,13/09/2025,1402,2257,1800
West Bengal,Malda,Malda Yard,Rice,Basmati,FAQ,13/10/2025,3257,4566,4018
Karnataka,Bengaluru,Yeshwanthpur Market,Wheat,Sharbati,FAQ,21/01/2025,2122,2520,2319
Uttar Pradesh,Kanpur,Naveen Market,Onion,Red,FAQ,09/08/2025,1422,1652,1552
Maharashtra,Pune,Gultekdi Market,Potato,Jyoti,FAQ,07/02/2026,1652,2396,1871
Maharashtra,Nashik,Lasalgaon,Banana,Robusta,FAQ,19/05/2025,2817,3706,3142
Punjab,Ludhiana,Ludhiana Mandi,Tomato,Hybrid,Non-FAQ,17/01/2025,2106,3319,2566
Tamil Nadu,Coimbatore,Mettupalayam Yard,Wheat,Sharbati,FAQ,24/07/2025,1972,2892,2563
Karnataka,Mysuru,Mysuru Yard,Tomato,Hybrid,Non-FAQ,16/10/2025,1986,2772,2147
Maharashtra,Nashik,Lasalgaon,Potato,Jyoti,FAQ,11/03/2025,1253,1811,1587
Karnataka,Mysuru,Mysuru Yard,Rice,Basmati,FAQ,04/04/2025,4292,5480,4640
Maharashtra,Pune,Gultekdi Market,Banana,Robusta,FAQ,10/06/2025,2918,3807,3290
Karnataka,Mysuru,Mysuru Yard,Wheat,Sharbati,FAQ,04/08/2025,2031,3192,2412
Punjab,Ludhiana,Ludhiana Mandi,Onion,Red,FAQ,22/01/2026,1711,2363,1838
West Bengal,Malda,Malda Yard,Tomato,Hybrid,Non-FAQ,14/11/2025,2044,2695,2369
Uttar Pradesh,Agra,Agra Market,Wheat,Sharbati,FAQ,10/12/2025,1929,2778,2117
Uttar Pradesh,Agra,Agra Market,Onion,Red,FAQ,29/01/2025,1714,1958,1810
West Bengal,Kolkata,Sealdah Market,Apple,Royal,FAQ,29/05/2025,5188,7648,5842
Punjab,Mohali,Kharar APMC,Banana,Robusta,FAQ,15/04/2025,3188,4954,3697
Maharashtra,Nashik,Lasalgaon,Banana,Robusta,FAQ,24/11/2025,2797,3947,3453
Punjab,Ludhiana,Ludhiana Mandi,Rice,Basmati,FAQ,19/12/2025,3091,4437,4049
Punjab,Mohali,Kharar APMC,Tomato,Hybrid,Non-FAQ,15/04/2025,1835,2921,2431
Uttar Pradesh,Agra,Agra Market,Onion,Red,FAQ,03/06/2025,1697,2323,1793
West Bengal,Malda,Malda Yard,Apple,Royal,FAQ,10/11/2025,4921,6594,5339
Uttar Pradesh,Agra,Agra Market,Banana,Robusta,FAQ,12/01/2025,2850,3891,3120
Maharashtra,Nashik,Lasalgaon,Wheat,Sharbati,FAQ,03/09/2025,1721,2607,1949
Uttar Pradesh,Kanpur,Naveen Market,Banana,Robusta,FAQ,21/05/2025,3029,3685,3406
Uttar Pradesh,Kanpur,Naveen Market,Tomato,Hybrid,Non-FAQ,15/01/2025,1871,2821,2418
West Bengal,Malda,Malda Yard,Onion,Red,FAQ,27/11/2025,1619,2173,1837
Karnataka,Bengaluru,Yeshwanthpur Market,Wheat,Sharbati,FAQ,28/03/2026,2498,4170,3102
Karnataka,Bengaluru,Yeshwanthpur Market,Potato,Jyoti,FAQ,08/04/2026,1498,1934,1810
Tamil Nadu,Chennai,Koyambedu Market,Potato,Jyoti,FAQ,02/12/2025,1288,1992,1576
Maharashtra,Pune,Gultekdi Market,Apple,Royal,FAQ,26/01/2026,5833,6680,6241
Tamil Nadu,Coimbatore,Mettupalayam Yard,Wheat,Sharbati,FAQ,30/08/2025,1725,2771,2195
West Bengal,Malda,Malda Yard,Tomato,Hybrid,Non-FAQ,24/12/2025,2267,2782,2410
West Bengal,Malda,Malda Yard,Onion,Red,FAQ,24/01/2025,1495,1867,1668
Tamil Nadu,Chennai,Koyambedu Market,Wheat,Sharbati,FAQ,14/12/2025,2227,3320,2470
Tamil Nadu,Chennai,Koyambedu Market,Onion,Red,FAQ,06/04/2026,2187,2845,2442
Uttar Pradesh,Agra,Agra Market,Onion,Red,FAQ,10/11/2025,1227,2066,1621
Uttar Pradesh,Kanpur,Naveen Market,Rice,Basmati,FAQ,20/11/2025,4220,5175,4515
Tamil Nadu,Coimbatore,Mettupalayam Yard,Wheat,Sharbati,FAQ,10/03/2025,2710,3478,3134
Karnataka,Mysuru,Mysuru Yard,Wheat,Sharbati,FAQ,14/12/2025,1838,2556,2327
West Bengal,Kolkata,Sealdah Market,Onion,Red,FAQ,26/10/2025,1328,1521,1410
Punjab,Mohali,Kharar APMC,Onion,Red,FAQ,04/07/2025,1604,2432,1858
Karnataka,Bengaluru,Yeshwanthpur Market,Banana,Robusta,FAQ,09/01/2026,3724,5024,4158
Maharashtra,Nashik,Lasalgaon,Rice,Basmati,FAQ,28/02/2026,4138,6232,5044
West Bengal,Kolkata,Sealdah Market,Apple,Royal,FAQ,04/02/2025,5075,7610,5800
West Bengal,Kolkata,Sealdah Market,Tomato,Hybrid,Non-FAQ,05/02/2026,2240,3489,2909
Punjab,Ludhiana,Ludhiana Mandi,Onion,Red,FAQ,25/04/2025,1835,2950,2272
Uttar Pradesh,Kanpur,Naveen Market,Onion,Red,FAQ,23/03/2026,2333,2652,2473
West Bengal,Kolkata,Sealdah Market,Apple,Royal,FAQ,23/09/2025,4432,6100,5215
Punjab,Mohali,Kharar APMC,Rice,Basmati,FAQ,30/08/2025,4072,5358,4301
Punjab,Ludhiana,Ludhiana Mandi,Wheat,Sharbati,FAQ,14/05/2025,2179,2509,2350
Maharashtra,Pune,Gultekdi Market,Apple,Royal,FAQ,06/12/2025,4709,7400,6177
West Bengal,Kolkata,Sealdah Market,Potato,Jyoti,FAQ,06/02/2025,1570,2228,1806
Punjab,Ludhiana,Ludhiana Mandi,Tomato,Hybrid,Non-FAQ,19/05/2025,2170,3376,2816
Maharashtra,Pune,Gultekdi Market,Wheat,Sharbati,FAQ,02/09/2025,1800,2625,1957
Punjab,Mohali,Kharar APMC,Onion,Red,FAQ,01/02/2026,1857,2899,2353
Uttar Pradesh,Agra,Agra Market,Rice,Basmati,FAQ,04/09/2025,2906,4050,3218
Uttar Pradesh,Kanpur,Naveen Market,Rice,Basmati,FAQ,12/03/2025,3344,5337,4323
Karnataka,Mysuru,Mysuru Yard,Tomato,Hybrid,Non-FAQ,25/06/2025,1845,2712,2423
West Bengal,Kolkata,Sealdah Market,Tomato,Hybrid,Non-FAQ,31/07/2025,2290,3179,2469
West Bengal,Kolkata,Sealdah Market,Apple,Royal,FAQ,08/01/2025,4978,6640,6223
Punjab,Mohali,Kharar APMC,Wheat,Sharbati,FAQ,03/04/2025,2048,3101,2520
Maharashtra,Pune,Gultekdi Market,Tomato,Hybrid,Non-FAQ,07/11/2025,1995,2823,2264
Punjab,Ludhiana,Ludhiana Mandi,Rice,Basmati,FAQ,16/04/2025,4325,5579,4822
Maharashtra,Pune,Gultekdi Market,Banana,Robusta,FAQ,04/06/2025,3367,4229,3717
Tamil Nadu,Chennai,Koyambedu Market,Rice,Basmati,FAQ,03/04/2026,4229,5710,4755
Punjab,Ludhiana,Ludhiana Mandi,Wheat,Sharbati,FAQ,28/12/2025,2397,3038,2830
Maharashtra,Nashik,Lasalgaon,Potato,Jyoti,FAQ,15/01/2026,1259,2060,1626
Maharashtra,Nashik,Lasalgaon,Tomato,Hybrid,Non-FAQ,24/12/2025,2256,3338,2499
Punjab,Ludhiana,Ludhiana Mandi,Apple,Royal,FAQ,18/01/2025,4528,5950,5219
Punjab,Mohali,Kharar APMC,Potato,Jyoti,FAQ,14/03/2026,1515,2336,1785
Uttar Pradesh,Kanpur,Naveen Market,Onion,Red,FAQ,25/04/2025,1486,2227,1889
Punjab,Ludhiana,Ludhiana Mandi,Onion,Red,FAQ,05/10/2025,1657,2339,1768
Karnataka,Mysuru,Mysuru Yard,Apple,Royal,FAQ,21/01/2026,5512,7046,6115
West Bengal,Malda,Malda Yard,Apple,Royal,FAQ,07/08/2025,4760,6490,5088
Punjab,Ludhiana,Ludhiana Mandi,Banana,Robusta,FAQ,14/12/2025,3006,3838,3171
Uttar Pradesh,Kanpur,Naveen Market,Tomato,Hybrid,Non-FAQ,15/07/2025,2153,2545,2270
Punjab,Ludhiana,Ludhiana Mandi,Apple,Royal,FAQ,16/12/2025,4795,7032,6251
West Bengal,Malda,Malda Yard,Potato,Jyoti,FAQ,20/10/2025,1080,1433,1237
Tamil Nadu,Coimbatore,Mettupalayam Yard,Apple,Royal,FAQ,01/12/2025,5233,6528,6004
West Bengal,Malda,Malda Yard,Apple,Royal,FAQ,16/05/2025,5295,6661,6313
Punjab,Ludhiana,Ludhiana Mandi,Onion,Red,FAQ,03/07/2025,1567,1902,1706
Punjab,Mohali,Kharar APMC,Potato,Jyoti,FAQ,05/04/2026,1430,1881,1760
Maharashtra,Pune,Gultekdi Market,Apple,Royal,FAQ,07/02/2026,5406,6367,5852
Tamil Nadu,Chennai,Koyambedu Market,Tomato,Hybrid,Non-FAQ,23/03/2026,2334,3331,3072
Punjab,Mohali,Kharar APMC,Banana,Robusta,FAQ,17/09/2025,2723,3341,3145
Tamil Nadu,Chennai,Koyambedu Market,Onion,Red,FAQ,01/01/2026,2227,2486,2357
Karnataka,Bengaluru,Yeshwanthpur Market,Rice,Basmati,FAQ,01/05/2025,3366,5203,4398
West Bengal,Kolkata,Sealdah Market,Tomato,Hybrid,Non-FAQ,15/04/2025,2155,3391,2615
Uttar Pradesh,Agra,Agra Market,Banana,Robusta,FAQ,07/08/2025,2500,3687,3212
Karnataka,Mysuru,Mysuru Yard,Wheat,Sharbati,FAQ,05/04/2026,2524,4014,2991
West Bengal,Kolkata,Sealdah Market,Tomato,Hybrid,Non-FAQ,08/07/2025,1850,2616,1977
Punjab,Mohali,Kharar APMC,Rice,Basmati,FAQ,19/04/2025,4497,6778,5278
West Bengal,Malda,Malda Yard,Tomato,Hybrid,Non-FAQ,13/07/2025,1905,3193,2519
Uttar Pradesh,Agra,Agra Market,Onion,Red,FAQ,25/04/2025,2006,2618,2113
Tamil Nadu,Coimbatore,Mettupalayam Yard,Rice,Basmati,FAQ,11/01/2026,3938,5486,4255
West Bengal,Malda,Malda Yard,Banana,Robusta,FAQ,26/09/2025,2326,3170,2860
West Bengal,Malda,Malda Yard,Tomato,Hybrid,Non-FAQ,18/06/2025,2057,2638,2277
Uttar Pradesh,Kanpur,Naveen Market,Banana,Robusta,FAQ,01/03/2025,3298,5256,3931
Uttar Pradesh,Kanpur,Naveen Market,Onion,Red,FAQ,30/06/2025,1444,2187,1888
Uttar Pradesh,Agra,Agra Market,Wheat,Sharbati,FAQ,07/02/2026,2389,3590,2766
Maharashtra,Nashik,Lasalgaon,Apple,Royal,FAQ,11/04/2026,5340,6723,6160
Karnataka,Mysuru,Mysuru Yard,Potato,Jyoti,FAQ,10/06/2025,1058,1529,1273
Maharashtra,Pune,Gultekdi Market,Banana,Robusta,FAQ,28/03/2026,3984,5624,4284
Punjab,Mohali,Kharar APMC,Onion,Red,FAQ,03/08/2025,1297,2002,1507
Tamil Nadu,Chennai,Koyambedu Market,Tomato,Hybrid,Non-FAQ,22/03/2026,2134,3207,2552
Punjab,Mohali,Kharar APMC,Rice,Basmati,FAQ,20/03/2026,4333,6161,5236
Maharashtra,Pune,Gultekdi Market,Banana,Robusta,FAQ,13/10/2025,2176,3097,2691
Karnataka,Bengaluru,Yeshwanthpur Market,Banana,Robusta,FAQ,24/01/2025,2812,4019,3011
Uttar Pradesh,Kanpur,Naveen Market,Banana,Robusta,FAQ,04/03/2026,3488,4875,3869
Tamil Nadu,Chennai,Koyambedu Market,Banana,Robusta,FAQ,28/01/2026,3442,4529,3766
Maharashtra,Nashik,Lasalgaon,Rice,Basmati,FAQ,31/10/2025,3247,4295,3691
Uttar Pradesh,Agra,Agra Market,Rice,Basmati,FAQ,05/01/2026,4621,5311,4922
Karnataka,Mysuru,Mysuru Yard,Potato,Jyoti,FAQ,25/01/2025,1431,1884,1540
Uttar Pradesh,Kanpur,Naveen Market,Potato,Jyoti,FAQ,16/07/2025,993,1382,1265
Tamil Nadu,Chennai,Koyambedu Market,Wheat,Sharbati,FAQ,23/09/2025,1803,2229,1948
Karnataka,Mysuru,Mysuru Yard,Tomato,Hybrid,Non-FAQ,02/03/2025,2211,2915,2610
Maharashtra,Pune,Gultekdi Market,Potato,Jyoti,FAQ,07/11/2025,1370,1832,1466
Maharashtra,Nashik,Lasalgaon,Tomato,Hybrid,Non-FAQ,10/10/2025,2170,2549,2409
Punjab,Mohali,Kharar APMC,Onion,Red,FAQ,08/09/2025,1323,1947,1753
West Bengal,Malda,Malda Yard,Banana,Robusta,FAQ,16/08/2025,2665,3311,2909
Punjab,Mohali,Kharar APMC,Wheat,Sharbati,FAQ,01/04/2026,2248,3667,2801
Karnataka,Bengaluru,Yeshwanthpur Market,Potato,Jyoti,FAQ,16/02/2026,1342,1873,1477
Karnataka,Bengaluru,Yeshwanthpur Market,Rice,Basmati,FAQ,21/06/2025,3530,4851,4030
Punjab,Ludhiana,Ludhiana Mandi,Onion,Red,FAQ,10/08/2025,1273,1723,1429
Maharashtra,Nashik,Lasalgaon,Banana,Robusta,FAQ,18/11/2025,2067,3092,2659
Maharashtra,Nashik,Lasalgaon,Potato,Jyoti,FAQ,29/08/2025,1035,1440,1134
Karnataka,Bengaluru,Yeshwanthpur Market,Tomato,Hybrid,Non-FAQ,22/11/2025,2449,3405,2605
Tamil Nadu,Chennai,Koyambedu Market,Onion,Red,FAQ,11/08/2025,1217,1572,1413
Maharashtra,Nashik,Lasalgaon,Wheat,Sharbati,FAQ,19/12/2025,1909,2832,2312
Tamil Nadu,Coimbatore,Mettupalayam Yard,Wheat,Sharbati,FAQ,29/09/2025,1719,2493,2187
Maharashtra,Pune,Gultekdi Market,Banana,Robusta,FAQ,06/09/2025,2474,3472,2825
West Bengal,Malda,Malda Yard,Potato,Jyoti,FAQ,19/02/2025,1376,1925,1460
Karnataka,Mysuru,Mysuru Yard,Wheat,Sharbati,FAQ,16/06/2025,1863,2461,2232
Karnataka,Bengaluru,Yeshwanthpur Market,Potato,Jyoti,FAQ,23/12/2025,1115,1890,1438
Uttar Pradesh,Kanpur,Naveen Market,Banana,Robusta,FAQ,01/05/2025,2421,3358,3013
Uttar Pradesh,Agra,Agra Market,Rice,Basmati,FAQ,31/01/2026,4035,5350,4560
Uttar Pradesh,Kanpur,Naveen Market,Wheat,Sharbati,FAQ,14/05/2025,2332,3681,2902
Karnataka,Bengaluru,Yeshwanthpur Market,Potato,Jyoti,FAQ,18/08/2025,1063,1352,1230
Maharashtra,Nashik,Lasalgaon,Rice,Basmati,FAQ,09/11/2025,3379,4097,3880
Tamil Nadu,Chennai,Koyambedu Market,Apple,Royal,FAQ,14/07/2025,3880,5765,4356
West Bengal,Kolkata,Sealdah Market,Banana,Robusta,FAQ,26/01/2025,2856,3853,3473
Maharashtra,Pune,Gultekdi Market,Apple,Royal,FAQ,03/01/2026,4964,7216,5454
Karnataka,Mysuru,Mysuru Yard,Tomato,Hybrid,Non-FAQ,11/10/2025,2195,2483,2341
Punjab,Mohali,Kharar APMC,Rice,Basmati,FAQ,23/07/2025,3313,4958,4369
Punjab,Mohali,Kharar APMC,Banana,Robusta,FAQ,31/01/2026,2933,4941,3876
Uttar Pradesh,Kanpur,Naveen Market,Tomato,Hybrid,Non-FAQ,23/02/2026,2502,3346,3112
Punjab,Ludhiana,Ludhiana Mandi,Onion,Red,FAQ,08/01/2025,1783,2754,2078
Punjab,Ludhiana,Ludhiana Mandi,Tomato,Hybrid,Non-FAQ,02/03/2026,2478,3499,3051
West Bengal,Kolkata,Sealdah Market,Potato,Jyoti,FAQ,21/05/2025,1171,2039,1521
West Bengal,Malda,Malda Yard,Wheat,Sharbati,FAQ,30/05/2025,2013,2970,2535
Karnataka,Mysuru,Mysuru Yard,Potato,Jyoti,FAQ,10/04/2026,1540,2106,1809
Uttar Pradesh,Kanpur,Naveen Market,Potato,Jyoti,FAQ,26/01/2026,1254,1816,1626
Punjab,Ludhiana,Ludhiana Mandi,Apple,Royal,FAQ,29/04/2025,4985,6384,5897
Karnataka,Mysuru,Mysuru Yard,Tomato,Hybrid,Non-FAQ,19/02/2026,2310,3671,3014
Maharashtra,Pune,Gultekdi Market,Rice,Basmati,FAQ,08/05/2025,3352,5252,4036
West Bengal,Kolkata,Sealdah Market,Onion,Red,FAQ,28/01/2026,1713,2618,2058
Maharashtra,Nashik,Lasalgaon,Potato,Jyoti,FAQ,19/12/2025,1256,1590,1512
Tamil Nadu,Chennai,Koyambedu Market,Apple,Royal,FAQ,15/10/2025,4435,5905,5163
Tamil Nadu,Chennai,Koyambedu Market,Potato,Jyoti,FAQ,25/08/2025,1147,1760,1346
Tamil Nadu,Chennai,Koyambedu Market,Onion,Red,FAQ,06/08/2025,1419,2196,1720
Maharashtra,Nashik,Lasalgaon,Tomato,Hybrid,Non-FAQ,12/04/2025,2555,2873,2706
Uttar Pradesh,Kanpur,Naveen Market,Tomato,Hybrid,Non-FAQ,17/11/2025,2162,3253,2552
West Bengal,Malda,Malda Yard,Wheat,Sharbati,FAQ,05/01/2025,1986,2701,2373
Tamil Nadu,Coimbatore,Mettupalayam Yard,Rice,Basmati,FAQ,15/06/2025,3681,5560,4466
Maharashtra,Pune,Gultekdi Market,Rice,Basmati,FAQ,17/12/2025,3537,5124,4053
West Bengal,Malda,Malda Yard,Wheat,Sharbati,FAQ,25/08/2025,1583,2472,1941
Maharashtra,Nashik,Lasalgaon,Rice,Basmati,FAQ,02/01/2026,3960,6188,5267
Maharashtra,Pune,Gultekdi Market,Onion,Red,FAQ,03/01/2025,1438,2297,1826
West Bengal,Malda,Malda Yard,Potato,Jyoti,FAQ,18/02/2025,1167,1518,1384
Karnataka,Bengaluru,Yeshwanthpur Market,Potato,Jyoti,FAQ,18/11/2025,919,1323,1166
Uttar Pradesh,Kanpur,Naveen Market,Potato,Jyoti,FAQ,16/11/2025,1380,1795,1474
Tamil Nadu,Chennai,Koyambedu Market,Onion,Red,FAQ,31/10/2025,1320,1671,1474
Karnataka,Bengaluru,Yeshwanthpur Market,Tomato,Hybrid,Non-FAQ,13/02/2026,2563,3397,2917
West Bengal,Malda,Malda Yard,Apple,Royal,FAQ,13/01/2026,5839,7876,6608
Maharashtra,Nashik,Lasalgaon,Apple,Royal,FAQ,29/04/2025,5278,8870,6871
Maharashtra,Nashik,Lasalgaon,Tomato,Hybrid,Non-FAQ,01/09/2025,1924,3114,2362
Punjab,Mohali,Kharar APMC,Rice,Basmati,FAQ,18/02/2026,4400,5722,4984
West Bengal,Kolkata,Sealdah Market,Tomato,Hybrid,Non-FAQ,14/10/2025,1916,2672,2118
